datetime,temperature,lighting,humidity,pressure
2049-01-25 09:30:00,-14.13,0.68,830000.0,785.68
2049-01-25 10:00:00,-14.06,0.8,0.73,780.57
2049-01-25 10:30:00,-14010000.0,,720000.0,
2049-01-25 11:00:00,-13.97,0.96,740000.0,780.92
2049-01-25 11:30:00,-13.95,1000000.0,0.71,779.39
2049-01-25 12:00:00,-13.94,1.0,0.74,780870000.0
2049-01-25 12:30:00,-13.96,960000.0,0.76,781.9
2049-01-25 13:00:00,-13990000.0,900000.0,0.74,780.95
2049-01-25 13:30:00,-14.04,0.8,730000.0,780.53
2049-01-25 14:00:00,-14.1,0.68,0.71,779.63
2049-01-25 14:30:00,-14.18,0.54,0.82,785.26
2049-01-25 15:00:00,-14270000.0,380000.0,0.81,784.91
2049-01-25 15:30:00,-14.38,0.21,0.78,783.59
2049-01-25 16:00:00,-14.49,0.05,0.73,781.27
2049-01-25 16:30:00,-14.61,-0.12,0.81,785.47
2049-01-25 17:00:00,-14.74,-0.28,0.74,782.18
2049-01-25 17:30:00,-14.87,-0.42,0.75,782.89
2049-01-25 18:00:00,-15.0,,770000.0,784.1
2049-01-25 18:30:00,,-0.66,0.75,783310000.0
2049-01-25 19:00:00,-15.25,-0.76,0.76,784.01
2049-01-25 19:30:00,-15.37,-0.83,0.68,780.21
2049-01-25 20:00:00,-15.48,-0.89,0.75,783.89
2049-01-25 20:30:00,-15.58,-0.93,0.76,784.55
2049-01-25 21:00:00,-15.66,,0.75,784180000.0
2049-01-25 21:30:00,-15.73,,0.73,783.29
2049-01-25 22:00:00,-15.79,-990000.0,0.79,786.39
2049-01-25 22:30:00,-15.83,-1.0,0.77,785460000.0
2049-01-25 23:00:00,-15.86,-1.0,0.77,785.51
2049-01-25 23:30:00,-15.86,,0.68,781.01
2049-01-26 00:00:00,-15.86,-1.0,0.78,786.01
2049-01-26 00:30:00,-15.84,-1.0,0.79,786.47
2049-01-26 01:00:00,-15.81,-1.0,0.83,788.42
2049-01-26 01:30:00,-15.77,-0.99,0.74,783.86
2049-01-26 02:00:00,-15.7,-0.98,,786740000.0
2049-01-26 02:30:00,-15.62,-0.96,0.8,786.61
2049-01-26 03:00:00,-15530000.0,-0.93,0.76,784.47
2049-01-26 03:30:00,-15.43,-0.89,0.77,784.8
2049-01-26 04:00:00,-15.31,-0.83,0.8,786.11
2049-01-26 04:30:00,-15.18,-0.75,0.77,784.4
2049-01-26 05:00:00,-15.05,-0.66,780000.0,784.68
2049-01-26 05:30:00,-14.92,-0.55,760000.0,783.47
2049-01-26 06:00:00,-14.78,-0.42,0.77,783.74
2049-01-26 06:30:00,-14.64,-0.27,0.73,781.51
2049-01-26 07:00:00,-14510000.0,-0.12,0.74,781.8
2049-01-26 07:30:00,-14.38,50000.0,0.82,785.59
2049-01-26 08:00:00,-14.26,0.22,0.78,783.39
2049-01-26 08:30:00,-14.15,0.38,0.84,786.21
2049-01-26 09:00:00,-14050000.0,0.54,0.72,780.05
2049-01-26 09:30:00,-13.97,0.68,750000.0,781.42
2049-01-26 10:00:00,-13.89,0.8,0.72,779.79
2049-01-26 10:30:00,,0.9,0.74,780.71
2049-01-26 11:00:00,-13.8,0.96,0.73,780.14
2049-01-26 11:30:00,-13.78,1.0,0.71,
2049-01-26 12:00:00,-13.77,1.0,0.79,783.09
2049-01-26 12:30:00,-13790000.0,0.96,0.83,785.13
2049-01-26 13:00:00,-13820000.0,900000.0,0.8,
2049-01-26 13:30:00,-13.87,0.8,0.83,785260000.0
2049-01-26 14:00:00,-13.93,0.68,0.74,780860000.0
2049-01-26 14:30:00,-14.01,0.54,0.71,779.49
2049-01-26 15:00:00,-14.1,0.38,0.78,783.13
2049-01-26 15:30:00,-14.21,0.22,0.78,
2049-01-26 16:00:00,-14.32,0.05,0.75,781.99
2049-01-26 16:30:00,-14.44,-0.12,,781.19
2049-01-26 17:00:00,-14.57,-270000.0,750000.0,782400000.0
2049-01-26 17:30:00,-14.7,-0.42,760000.0,783.11
2049-01-26 18:00:00,-14.83,-0.55,0.74,782.32
2049-01-26 18:30:00,-14.96,-0.66,0.77,784.04
2049-01-26 19:00:00,-15.08,-0.75,,781.73
2049-01-26 19:30:00,-15.2,-830000.0,710000.0,781.43
2049-01-26 20:00:00,-15.31,-0.89,0.72,782.11
2049-01-26 20:30:00,-15.41,-0.93,0.78,785270000.0
2049-01-26 21:00:00,-15.49,-0.96,0.81,786.9
2049-01-26 21:30:00,-15.56,-980000.0,,786.52
2049-01-26 22:00:00,-15.62,-990000.0,0.69,781.11
2049-01-26 22:30:00,-15.66,-1000000.0,0.75,784.18
2049-01-26 23:00:00,-15680000.0,-1000000.0,0.71,
2049-01-26 23:30:00,-15.69,-1000000.0,0.76,
2049-01-27 00:00:00,-15.69,,0.78,785.73
2049-01-27 00:30:00,-15.67,-1.0,0.8,
2049-01-27 01:00:00,-15.64,,0.8,786.65
2049-01-27 01:30:00,-15.59,-0.99,0.84,788570000.0
2049-01-27 02:00:00,-15.53,-0.98,0.79,785970000.0
2049-01-27 02:30:00,-15.45,-960000.0,0.71,781840000.0
2049-01-27 03:00:00,-15360000.0,-0.93,0.72,782.19
2049-01-27 03:30:00,-15250000.0,-0.88,0.78,785.01
2049-01-27 04:00:00,-15.14,-830000.0,0.83,787.33
2049-01-27 04:30:00,-15.01,-0.75,,781.62
2049-01-27 05:00:00,-14.88,-660000.0,0.83,786.91
2049-01-27 05:30:00,-14740000.0,-0.55,0.78,784.18
2049-01-27 06:00:00,-14610000.0,-0.42,0.72,780970000.0
2049-01-27 06:30:00,-14.47,-0.27,0.72,780.74
2049-01-27 07:00:00,-14.34,-0.11,0.7,779.52
2049-01-27 07:30:00,-14.21,0.05,0.71,779.81
2049-01-27 08:00:00,-14.09,0.22,0.69,778.62
2049-01-27 08:30:00,-13.98,0.38,0.78,782940000.0
2049-01-27 09:00:00,-13880000.0,0.54,,781.77
2049-01-27 09:30:00,-13.79,0.68,0.78,782.63
2049-01-27 10:00:00,-13720000.0,0.8,0.78,782.51
2049-01-27 10:30:00,-13.66,0.9,0.75,780.91
2049-01-27 11:00:00,-13620000.0,0.96,730000.0,779.85
2049-01-27 11:30:00,-13600000.0,1.0,740000.0,780.32
2049-01-27 12:00:00,-13.6,1.0,0.84,785.32
2049-01-27 12:30:00,-13.61,0.96,,782.33
2049-01-27 13:00:00,-13.64,0.9,0.73,779.88
2049-01-27 13:30:00,-13.69,0.8,0.73,779960000.0
2049-01-27 14:00:00,-13.76,0.68,750000.0,781.08
2049-01-27 14:30:00,-13.84,0.54,0.74,780.71
2049-01-27 15:00:00,-13930000.0,0.38,0.69,778.36
2049-01-27 15:30:00,-14.03,220000.0,0.74,781.02
2049-01-27 16:00:00,-14150000.0,0.05,0.77,782710000.0
2049-01-27 16:30:00,-14.27,-0.11,0.7,779.41
2049-01-27 17:00:00,-14390000.0,,0.75,782.11
2049-01-27 17:30:00,-14.52,-0.41,0.79,784.32
2049-01-27 18:00:00,-14650000.0,-0.54,0.73,781530000.0
2049-01-27 18:30:00,-14.78,-0.66,,783.74
2049-01-27 19:00:00,-14.9,,0.65,777940000.0
2049-01-27 19:30:00,-15.02,-0.82,760000.0,783.63
2049-01-27 20:00:00,-15.13,-0.88,0.76,783.81
2049-01-27 20:30:00,-15230000.0,,0.8,785.98
2049-01-27 21:00:00,-15.31,-960000.0,0.74,783.11
2049-01-27 21:30:00,-15.39,-0.98,790000.0,785.74
2049-01-27 22:00:00,-15.44,-0.99,0.77,784.82
2049-01-27 22:30:00,,-1.0,0.67,779890000.0
2049-01-27 23:00:00,-15.51,-1.0,0.72,782.43
2049-01-27 23:30:00,-15.51,-1.0,0.73,782.93
2049-01-28 00:00:00,-15.51,-1.0,,784.93
2049-01-28 00:30:00,-15490000.0,-1000000.0,0.82,787.4
2049-01-28 01:00:00,-15.46,-1.0,0.78,785350000.0
2049-01-28 01:30:00,-15.42,-0.99,0.74,783.29
2049-01-28 02:00:00,-15.35,-0.98,800000.0,786.17
2049-01-28 02:30:00,-15270000.0,-960000.0,0.72,
2049-01-28 03:00:00,-15.18,-0.93,0.78,784.9
2049-01-28 03:30:00,-15.07,-0.88,0.79,785220000.0
2049-01-28 04:00:00,-14.96,-0.82,0.8,
2049-01-28 04:30:00,-14.83,-0.75,0.8,785.32
2049-01-28 05:00:00,-14.7,-0.65,0.78,784.11
2049-01-28 05:30:00,-14.57,-0.54,0.84,786.9
2049-01-28 06:00:00,-14.43,-0.41,0.83,786.17
2049-01-28 06:30:00,-14290000.0,-0.27,0.76,782.44
2049-01-28 07:00:00,-14160000.0,-0.11,750000.0,781.73
2049-01-28 07:30:00,-14.03,0.05,0.82,785.02
2049-01-28 08:00:00,-13.91,0.22,0.74,780.82
2049-01-28 08:30:00,-13800000.0,0.39,0.77,782.14
2049-01-28 09:00:00,-13.7,540000.0,0.68,777.48
2049-01-28 09:30:00,-13.61,0.68,0.75,780.83
2049-01-28 10:00:00,-13.54,0.8,0.81,783720000.0
2049-01-28 10:30:00,-13.48,0.9,0.72,779.12
2049-01-28 11:00:00,-13.44,0.96,0.77,781.56
2049-01-28 11:30:00,-13.42,1.0,0.71,778.52
2049-01-28 12:00:00,-13.42,1.0,770000.0,781520000.0
2049-01-28 12:30:00,-13.43,0.96,0.75,780.54
2049-01-28 13:00:00,-13.46,0.9,0.77,781.59
2049-01-28 13:30:00,-13.51,0.8,0.76,781.17
2049-01-28 14:00:00,-13.58,0.68,0.69,777.78
2049-01-28 14:30:00,-13.65,0.54,750000.0,780900000.0
2049-01-28 15:00:00,-13.75,0.39,0.73,780.06
2049-01-28 15:30:00,-13.85,0.22,0.74,780.72
2049-01-28 16:00:00,-13.96,60000.0,0.75,781.4
2049-01-28 16:30:00,-14.08,-0.11,0.72,780.1
2049-01-28 17:00:00,-14.21,-0.27,770000.0,782.81
2049-01-28 17:30:00,-14.34,-0.41,,783.02
2049-01-28 18:00:00,-14.47,-0.54,0.79,
2049-01-28 18:30:00,-14.6,-0.65,0.79,784.45
2049-01-28 19:00:00,,-0.75,0.71,780.64
2049-01-28 19:30:00,-14.84,-820000.0,0.71,780.84
2049-01-28 20:00:00,-14.95,,0.76,783.52
2049-01-28 20:30:00,-15.04,-920000.0,0.81,786.17
2049-01-28 21:00:00,-15.13,-0.96,0.79,785.31
2049-01-28 21:30:00,-15.2,-0.98,,
2049-01-28 22:00:00,-15.26,-990000.0,0.73,782.53
2049-01-28 22:30:00,-15300000.0,-1.0,700000.0,781.09
2049-01-28 23:00:00,-15.32,-1.0,0.72,782.12
2049-01-28 23:30:00,-15.33,-1.0,0.71,781.64
2049-01-29 00:00:00,-15.32,-1.0,0.72,782.12
2049-01-29 00:30:00,,-1.0,0.79,785.61
2049-01-29 01:00:00,-15280000.0,-1.0,0.71,781.56
2049-01-29 01:30:00,-15.23,-0.99,830000.0,787.48
2049-01-29 02:00:00,-15.17,-0.98,0.73,782.38
2049-01-29 02:30:00,-15.09,-0.95,730000.0,782.25
2049-01-29 03:00:00,-14.99,-0.92,770000.0,784090000.0
2049-01-29 03:30:00,-14.89,-0.88,0.73,781.92
2049-01-29 04:00:00,-14.77,-0.82,0.75,782.73
2049-01-29 04:30:00,-14.65,-740000.0,0.74,782.03
2049-01-29 05:00:00,-14.51,-0.65,0.81,
2049-01-29 05:30:00,-14.38,-0.54,0.78,783.59
2049-01-29 06:00:00,-14.24,-0.41,0.73,
2049-01-29 06:30:00,-14110000.0,-0.26,0.73,780.65
2049-01-29 07:00:00,-13.97,-0.11,0.71,779.42
2049-01-29 07:30:00,-13840000.0,0.06,0.86,786.71
2049-01-29 08:00:00,-13.72,0.22,0.76,781.51
2049-01-29 08:30:00,-13.61,0.39,0.65,775.83
2049-01-29 09:00:00,-13.51,0.54,0.75,
2049-01-29 09:30:00,-13.42,0.68,0.74,
2049-01-29 10:00:00,-13350000.0,0.8,0.81,783.41
2049-01-29 10:30:00,-13.3,0.9,0.78,781.83
2049-01-29 11:00:00,-13.26,0.96,0.76,780.76
2049-01-29 11:30:00,-13.23,1.0,0.75,780.21
2049-01-29 12:00:00,-13.23,1.0,0.72,778.71
2049-01-29 12:30:00,-13240000.0,0.96,790000.0,782.23
2049-01-29 13:00:00,-13.28,0.9,0.71,778.29
2049-01-29 13:30:00,-13.32,,740000.0,779.86
2049-01-29 14:00:00,-13.39,0.68,0.75,780.47
2049-01-29 14:30:00,-13.47,0.54,0.75,780.6
2049-01-29 15:00:00,-13.56,0.39,0.78,782.25
2049-01-29 15:30:00,-13.66,0.23,0.85,785.91
2049-01-29 16:00:00,-13.78,0.06,,782.11
2049-01-29 16:30:00,-13.9,-0.11,760000.0,781.81
2049-01-29 17:00:00,-14.02,-0.26,0.71,779.5
2049-01-29 17:30:00,-14.15,,0.82,785.21
2049-01-29 18:00:00,-14.28,-0.54,0.72,780430000.0
2049-01-29 18:30:00,-14.41,-0.65,750000.0,782140000.0
2049-01-29 19:00:00,-14.53,-0.74,0.7,779.83
2049-01-29 19:30:00,-14.65,-820000.0,750000.0,782.53
2049-01-29 20:00:00,-14760000.0,-0.88,0.77,783.71
2049-01-29 20:30:00,-14.86,-0.92,0.77,783.87
2049-01-29 21:00:00,-14.94,-0.95,0.73,782.0
2049-01-29 21:30:00,-15010000.0,-970000.0,0.73,782.12
2049-01-29 22:00:00,-15.07,-990000.0,0.72,781.72
2049-01-29 22:30:00,-15.11,-1.0,0.63,777.28
2049-01-29 23:00:00,-15.13,-1.0,0.74,782.81
2049-01-29 23:30:00,-15.14,-1.0,0.78,784.83
2049-01-30 00:00:00,-15.13,-1.0,0.68,779810000.0
2049-01-30 00:30:00,-15.12,-1.0,740000.0,782.8
2049-01-30 01:00:00,-15.09,-1.0,0.72,781.75
2049-01-30 01:30:00,-15.04,,780000.0,784.67
2049-01-30 02:00:00,-14.98,-970000.0,0.79,785.07
2049-01-30 02:30:00,-14.9,-0.95,0.77,783.94
2049-01-30 03:00:00,-14.8,-0.92,0.72,781.28
2049-01-30 03:30:00,-14.7,-880000.0,0.78,784.11
2049-01-30 04:00:00,-14.58,-0.82,680000.0,778.92
2049-01-30 04:30:00,-14450000.0,-740000.0,0.77,783.2
2049-01-30 05:00:00,-14.32,-0.65,0.72,780.49
2049-01-30 05:30:00,-14.19,-0.53,0.73,780.78
2049-01-30 06:00:00,-14.05,-0.4,0.8,784.05
2049-01-30 06:30:00,-13.91,-0.26,0.75,781.32
2049-01-30 07:00:00,-13.78,-0.1,0.81,784.11
2049-01-30 07:30:00,-13.65,0.06,0.75,780.9
2049-01-30 08:00:00,-13.53,0.23,0.81,783.7
2049-01-30 08:30:00,-13.42,0.39,800000.0,783.02
2049-01-30 09:00:00,-13.32,0.54,0.71,
2049-01-30 09:30:00,-13.23,0.68,760000.0,780.71
2049-01-30 10:00:00,-13.16,0.8,,
2049-01-30 10:30:00,-13.1,0.9,760000.0,780.5
2049-01-30 11:00:00,-13.06,0.96,0.82,783430000.0
2049-01-30 11:30:00,-13.04,1.0,0.75,779900000.0
2049-01-30 12:00:00,-13.04,1.0,790000.0,781900000.0
2049-01-30 12:30:00,-13.05,0.96,0.77,
2049-01-30 13:00:00,-13.08,0.9,0.79,781.97
2049-01-30 13:30:00,-13.13,0.8,0.69,777.05
2049-01-30 14:00:00,-13.19,0.68,0.69,777.15
2049-01-30 14:30:00,-13.27,0.55,0.81,783.28
2049-01-30 15:00:00,-13.36,0.39,0.85,785.42
2049-01-30 15:30:00,-13.47,0.23,,777.6
2049-01-30 16:00:00,-13.58,60000.0,0.8,783.28
2049-01-30 16:30:00,-13.7,-0.1,0.73,779.98
2049-01-30 17:00:00,-13.83,-0.26,0.74,780.69
2049-01-30 17:30:00,-13.96,-400000.0,,781900000.0
2049-01-30 18:00:00,-14.08,-0.53,0.73,780.6
2049-01-30 18:30:00,-14210000.0,-0.64,0.79,783810000.0
2049-01-30 19:00:00,-14.34,-740000.0,0.78,
2049-01-30 19:30:00,-14.45,-0.82,740000.0,781.7
2049-01-30 20:00:00,-14.56,-0.88,720000.0,780.88
2049-01-30 20:30:00,-14.66,-0.92,0.75,782550000.0
2049-01-30 21:00:00,-14.74,-0.95,0.76,
2049-01-30 21:30:00,-14.82,-0.97,0.77,783.81
2049-01-30 22:00:00,-14.87,-0.99,720000.0,781390000.0
2049-01-30 22:30:00,-14.91,-0.99,0.81,785.96
2049-01-30 23:00:00,-14.93,-1.0,0.66,778.49
2049-01-30 23:30:00,-14.94,-1.0,720000.0,781.5
2049-01-31 00:00:00,-14.94,-1.0,0.76,783500000.0
2049-01-31 00:30:00,-14.92,-1.0,0.76,783.47
2049-01-31 01:00:00,-14.89,-0.99,780000.0,784.42
2049-01-31 01:30:00,-14.84,-0.99,0.74,782.34
2049-01-31 02:00:00,-14.78,,0.72,
2049-01-31 02:30:00,-14.7,-0.95,0.7,780.11
2049-01-31 03:00:00,-14.61,-0.92,,780.47
2049-01-31 03:30:00,-14500000.0,-0.87,0.76,782.79
2049-01-31 04:00:00,-14.38,-0.81,0.74,
2049-01-31 04:30:00,-14.26,-0.74,0.79,783.89
2049-01-31 05:00:00,-14.13,-0.64,,785180000.0
2049-01-31 05:30:00,-13990000.0,-0.53,0.84,785950000.0
2049-01-31 06:00:00,-13.85,-0.4,800000.0,783.72
2049-01-31 06:30:00,-13.71,-0.26,770000.0,782.0
2049-01-31 07:00:00,-13.58,-0.1,0.72,779.28
2049-01-31 07:30:00,-13.45,0.06,0.75,780.57
2049-01-31 08:00:00,-13.33,0.23,0.75,780.38
2049-01-31 08:30:00,-13.22,0.39,0.71,778.2
2049-01-31 09:00:00,-13.12,0.55,,
2049-01-31 09:30:00,-13030000.0,0.69,0.81,782.89
2049-01-31 10:00:00,-12960000.0,0.8,0.76,780.27
2049-01-31 10:30:00,-12900000.0,,0.8,782.17
2049-01-31 11:00:00,-12.86,0.96,0.78,781.11
2049-01-31 11:30:00,-12.84,1.0,0.76,780.08
2049-01-31 12:00:00,-12840000.0,1.0,0.81,782580000.0
2049-01-31 12:30:00,-12.85,0.96,0.71,
2049-01-31 13:00:00,-12.88,0.9,0.78,781.14
2049-01-31 13:30:00,-12.93,800000.0,0.75,779720000.0
2049-01-31 14:00:00,-12.99,0.69,0.79,781.82
2049-01-31 14:30:00,-13070000.0,0.55,770000.0,780.95
2049-01-31 15:00:00,-13.16,0.39,0.75,780.1
2049-01-31 15:30:00,-13.27,0.23,0.77,
2049-01-31 16:00:00,,0.07,790000.0,782460000.0
2049-01-31 16:30:00,-13.5,-100000.0,0.75,780650000.0
2049-01-31 17:00:00,-13.63,-0.25,0.72,779.37
2049-01-31 17:30:00,-13.75,-0.4,0.74,780.56
2049-01-31 18:00:00,-13880000.0,-530000.0,0.76,781.77
2049-01-31 18:30:00,-14.01,-0.64,0.7,778.99
2049-01-31 19:00:00,-14.13,-0.74,0.75,781.68
2049-01-31 19:30:00,-14250000.0,-0.81,0.78,783.38
2049-01-31 20:00:00,-14.36,-0.87,0.82,
2049-01-31 20:30:00,-14.46,-0.92,0.76,782.72
2049-01-31 21:00:00,-14.54,-0.95,0.73,781350000.0
2049-01-31 21:30:00,-14.61,-0.97,0.74,781.97
2049-01-31 22:00:00,-14.67,-0.99,0.79,784.56
2049-01-31 22:30:00,-14.71,-0.99,0.72,781.13
2049-01-31 23:00:00,-14.73,-1.0,0.67,778.66
2049-01-31 23:30:00,-14.74,-1.0,770000.0,783.68
2049-02-01 00:00:00,-14730000.0,-1.0,0.73,781.66
2049-02-01 00:30:00,-14.72,-1.0,0.73,781.64
2049-02-01 01:00:00,-14.69,-0.99,0.69,779600000.0
2049-02-01 01:30:00,-14.64,-0.99,0.81,785510000.0
2049-02-01 02:00:00,-14.58,-0.97,0.79,784.42
2049-02-01 02:30:00,-14.5,-950000.0,760000.0,782.79
2049-02-01 03:00:00,-14.4,-0.92,0.75,782.12
2049-02-01 03:30:00,-14.3,-0.87,770000.0,782.96
2049-02-01 04:00:00,-14.18,-0.81,0.8,784.26
2049-02-01 04:30:00,,,0.75,781550000.0
2049-02-01 05:00:00,-13.92,-640000.0,0.8,783.84
2049-02-01 05:30:00,-13.78,-0.53,,780110000.0
2049-02-01 06:00:00,-13.65,-0.4,0.77,781.9
2049-02-01 06:30:00,-13.51,-0.25,0.71,778.67
2049-02-01 07:00:00,-13380000.0,-0.1,0.73,779.46
2049-02-01 07:30:00,-13.25,0.07,730000.0,779240000.0
2049-02-01 08:00:00,-13.13,0.23,0.72,778.55
2049-02-01 08:30:00,-13.01,0.4,0.7,777.35
2049-02-01 09:00:00,-12910000.0,550000.0,770000.0,780.69
2049-02-01 09:30:00,-12830000.0,0.69,0.64,774.06
2049-02-01 10:00:00,-12.75,0.81,0.79,781.43
2049-02-01 10:30:00,-12.7,,0.77,780.35
2049-02-01 11:00:00,-12.66,,0.82,782.78
2049-02-01 11:30:00,-12.64,1.0,700000.0,776.75
2049-02-01 12:00:00,-12630000.0,1.0,0.76,779.73
2049-02-01 12:30:00,-12.64,0.96,0.8,781.75
2049-02-01 13:00:00,-12.68,0.9,0.74,778.81
2049-02-01 13:30:00,-12.72,0.81,0.73,
2049-02-01 14:00:00,-12.79,0.69,0.73,778.49
2049-02-01 14:30:00,-12.87,0.55,760000.0,780.12
2049-02-01 15:00:00,-12.96,0.4,720000.0,778.27
2049-02-01 15:30:00,-13.06,230000.0,0.8,782.43
2049-02-01 16:00:00,-13.17,0.07,0.76,780.61
2049-02-01 16:30:00,-13.29,-0.09,760000.0,780810000.0
2049-02-01 17:00:00,-13.42,-250000.0,0.75,780.52
2049-02-01 17:30:00,-13.55,-0.39,0.69,777.73
2049-02-01 18:00:00,-13.68,-0.52,0.79,782.95
2049-02-01 18:30:00,-13.8,-0.64,0.78,782.64
2049-02-01 19:00:00,-13.93,-0.73,0.69,778.36
2049-02-01 19:30:00,-14.04,-810000.0,0.72,780.03
2049-02-01 20:00:00,-14.15,-0.87,,781.71
2049-02-01 20:30:00,-14.25,-0.92,0.78,783.38
2049-02-01 21:00:00,-14.33,-0.95,0.73,781.01
2049-02-01 21:30:00,,-970000.0,0.8,784640000.0
2049-02-01 22:00:00,-14460000.0,-990000.0,0.87,788.22
2049-02-01 22:30:00,-14.5,-0.99,0.74,781.79
2049-02-01 23:00:00,-14.52,-1.0,740000.0,781.82
2049-02-01 23:30:00,-14.53,-1.0,0.77,783.33
2049-02-02 00:00:00,-14.52,-1.0,0.82,785.82
2049-02-02 00:30:00,-14.51,-1.0,0.85,787.3
2049-02-02 01:00:00,-14.48,-990000.0,0.71,780.25
2049-02-02 01:30:00,-14.43,-0.99,0.77,783.17
2049-02-02 02:00:00,-14.37,,730000.0,781.07
2049-02-02 02:30:00,-14.29,-0.95,0.79,783.94
2049-02-02 03:00:00,-14.19,-0.92,0.77,782.78
2049-02-02 03:30:00,-14090000.0,-0.87,0.77,782620000.0
2049-02-02 04:00:00,-13.97,-0.81,0.7,778.92
2049-02-02 04:30:00,-13.84,-0.73,0.76,781710000.0
2049-02-02 05:00:00,-13.71,-0.63,0.7,778.5
2049-02-02 05:30:00,-13.57,-520000.0,0.76,781.27
2049-02-02 06:00:00,,-0.39,0.72,779.06
2049-02-02 06:30:00,-13.3,-0.25,0.72,778.83
2049-02-02 07:00:00,-13.17,-0.09,0.74,779610000.0
2049-02-02 07:30:00,-13.04,0.07,,779.9
2049-02-02 08:00:00,-12.91,0.24,0.71,777.69
2049-02-02 08:30:00,-12.8,0.4,0.74,779.01
2049-02-02 09:00:00,-12.7,550000.0,0.69,776350000.0
2049-02-02 09:30:00,-12.61,690000.0,730000.0,778.2
2049-02-02 10:00:00,-12.54,0.81,0.7,776.59
2049-02-02 10:30:00,-12.49,900000.0,0.76,779500000.0
2049-02-02 11:00:00,-12450000.0,0.96,0.67,774.94
2049-02-02 11:30:00,-12.42,1.0,0.82,
2049-02-02 12:00:00,,1.0,0.7,776.39
2049-02-02 12:30:00,-12.43,960000.0,,781.41
2049-02-02 13:00:00,-12.46,0.9,770000.0,779960000.0
2049-02-02 13:30:00,-12.51,0.81,0.81,782.04
2049-02-02 14:00:00,-12.57,0.69,0.7,776.63
2049-02-02 14:30:00,-12.65,0.55,0.77,780270000.0
2049-02-02 15:00:00,-12.74,0.4,0.72,777.91
2049-02-02 15:30:00,-12.85,0.24,0.8,782.09
2049-02-02 16:00:00,-12960000.0,0.07,0.72,778.27
2049-02-02 16:30:00,-13.08,-0.09,0.82,783.47
2049-02-02 17:00:00,-13.21,-0.24,720000.0,778680000.0
2049-02-02 17:30:00,-13.33,-390000.0,0.77,781.38
2049-02-02 18:00:00,-13.46,-0.52,0.79,782.59
2049-02-02 18:30:00,-13.59,-0.63,0.81,783800000.0
2049-02-02 19:00:00,-13.71,-730000.0,0.75,781.0
2049-02-02 19:30:00,-13.83,-0.81,0.76,781.69
2049-02-02 20:00:00,-13.94,-0.87,0.73,780.37
2049-02-02 20:30:00,-14.04,-910000.0,0.74,781.03
2049-02-02 21:00:00,-14.12,-0.95,0.75,781670000.0
2049-02-02 21:30:00,-14.19,-0.97,0.75,781780000.0
2049-02-02 22:00:00,-14.25,-0.98,0.72,780.38
2049-02-02 22:30:00,-14.29,-0.99,0.78,783440000.0
2049-02-02 23:00:00,-14.31,-1.0,0.77,782980000.0
2049-02-02 23:30:00,-14.31,-1000000.0,0.77,782.98
2049-02-03 00:00:00,-14.31,-1.0,0.64,776.48
2049-02-03 00:30:00,-14.3,-1.0,0.68,778.46
2049-02-03 01:00:00,-14.26,-0.99,0.67,777.89
2049-02-03 01:30:00,-14.22,-0.98,0.73,780830000.0
2049-02-03 02:00:00,-14.15,-970000.0,0.79,783710000.0
2049-02-03 02:30:00,-14.07,-0.95,800000.0,784.08
2049-02-03 03:00:00,-13.98,-0.91,0.8,783.94
2049-02-03 03:30:00,-13870000.0,-0.87,0.74,780.76
2049-02-03 04:00:00,-13.75,-0.8,640000.0,775.56
2049-02-03 04:30:00,-13.63,-730000.0,0.76,781.37
2049-02-03 05:00:00,-13.5,-0.63,0.77,781650000.0
2049-02-03 05:30:00,-13.36,-0.52,0.77,781.42
2049-02-03 06:00:00,-13.22,-0.39,0.77,781.2
2049-02-03 06:30:00,-13.08,-0.24,0.81,782970000.0
2049-02-03 07:00:00,-12.95,-0.09,0.8,782.26
2049-02-03 07:30:00,-12.82,0.08,0.75,779.54
2049-02-03 08:00:00,-12.7,0.24,0.81,782.35
2049-02-03 08:30:00,-12.59,0.4,0.75,779.17
2049-02-03 09:00:00,-12490000.0,0.55,0.69,776.0
2049-02-03 09:30:00,-12.4,690000.0,0.73,777860000.0
2049-02-03 10:00:00,-12320000.0,810000.0,730000.0,777.73
2049-02-03 10:30:00,-12.27,0.9,820000.0,
2049-02-03 11:00:00,-12.23,0.96,0.81,781.58
2049-02-03 11:30:00,-12.21,1.0,0.81,781.55
2049-02-03 12:00:00,-12.2,1.0,0.75,778530000.0
2049-02-03 12:30:00,-12.21,0.96,0.74,778.05
2049-02-03 13:00:00,-12.25,0.9,,776.11
2049-02-03 13:30:00,-12290000.0,0.81,,776.18
2049-02-03 14:00:00,-12.36,690000.0,0.67,774.79
2049-02-03 14:30:00,,0.55,0.83,782.91
2049-02-03 15:00:00,-12.53,0.4,0.7,776570000.0
2049-02-03 15:30:00,-12.63,0.24,0.72,
2049-02-03 16:00:00,-12.74,80000.0,0.78,780.91
2049-02-03 16:30:00,-12.86,-0.09,0.78,781.11
2049-02-03 17:00:00,-12.99,-0.24,700000.0,777.32
2049-02-03 17:30:00,-13.12,-0.38,0.73,779.03
2049-02-03 18:00:00,-13.24,-0.51,760000.0,780.73
2049-02-03 18:30:00,-13370000.0,-0.63,0.82,783.94
2049-02-03 19:00:00,-13.49,-720000.0,0.77,781.64
